Group,Organization,Closing_Code,Type_of_Submission,Impact_Summary,Activity,Day_Time_MW,Outage_Duration,Headline_Description,Closing_Type,Prime_Element,ITIL_Severity,SRED
Core VOD Services,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Configuration changes,Day Time,0.0,"Headline: Service = Classical & FOA =NO Rewiring St_jonn's IPKVM

Description: The purpose of this activity is to Connect Atlantic critical servers to the IPKVM switch. There is no Impact to the service.",No Issues,Other,P4,1
Core VOD Services,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Configuration changes,Day Time,0.0,"Headline: Service = Classical & FOA =NO Rewiring St_jonn's IPKVM

Description: The purpose of this activity is to Connect Atlantic critical servers to the IPKVM switch. There is no Impact to the service.",No Issues,Other,P4,1
Management and Control Networks,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Other,Day Time,0.0,"Headline: Cisco RPD OS Upgrading  and ATP testing

Description: Cisco cable OS to be upgraded and testing of ATPs",No Issues,CMTS,P4,0
Other,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Other,Day Time,0.0,"Headline: CBAM version upgrade from 19.0 to 19.5

Description: Purpose of this activity is to upgrade production CBAM from version 19.0 to 19.5 , to support upgrade of PCRF from 19.6 to 20.3 version
This is  non-customer impacting activity, since CBAM does not carry customer traffic.",No Issues,Other,P4,0
IPRAN Operations,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: Threatened",Configuration Preloading Only,MW,0.0,"Headline: Review - Traffic Migration AWS-X2 VLAN

Description: Review for Traffic Migration  -AWS-X2 VLAN configuration issue 

Migration  BB-6630-LTE/01(V54CX) from S1-W3139-01 to A2L-W3139-01.",No Issues,A1/S1/CSDx,P4,0
Other,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Other,Day Time,0.0,"Headline: Service=Classical & FOA=R-Phy logical Provisioning

Description: The change is to create R-Phy- configuration into production EC for Orillia",No Issues,Other,P4,0
RHSI and Service Delivery Environment,Network Management and Ops,Completed,Normal,Other,Other,MW,2.0,"Headline: [FMS] - CODA FW upgrade - OFDM_PHY_CPU - 7.1.1.33

Description: Firmware Classification: Corrective - Improve noise resiliency/stability in our CODA base by upgrading the Intel PHY_CPU to further resolve OFDM PS recovery issues on DS.
Total ~ 46,599
CODA-4582U ~ 35,048
CODA-4582 ~ 11,551",No Issues,Other,P3,0
IP Core,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Other,MW,0.0,"Headline: 9984-600-TO5 SAPC-FE integration

Description: This document details the Design for the deployment of a new SAPC node in Rogers Network. The deployment will include the following integration activities.
? IP Integration of new SAPC in TO5 site.
? iATP of TO5 SAPC.",No Issues,Other,P4,0
RHSI and Service Delivery Environment,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Other,MW,0.0,"Headline: RPHY CCAP CMTS - CACF Service Leaf Decommissioning

Description: RPHY CCAP CMTS Decommissioning 
CACF Service Leaf Port Deactivation

",No Issues,Other,P4,0
Other,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Other,MW,0.0,"Headline: 9964-000- Reboot RTCS - SDP - TO5/MS1

Description: Activity is to perform a Configuration correction and Reboot of SDP above 180 days",No Issues,Other,P4,0
Other,"Planning, Development and Core Eng",Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Software Upgrade,Day Time,0.0,"Headline: Ciena One Control - Apply 6.6 Patch

Description: This activity is to apply the final patch after upgrading Ciena One Control to 6.6. This patch is a pre-requisite before upgrading the Ciena fibre nodes.",No Issues,Other,P4,0
RHSI and Service Delivery Environment,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Other,Day Time,0.0,"Headline: DNS Requests Ticket #733773

Description: ***********Add/Update/Remove DNS Records************",No Issues,Other,P4,0
IP Core,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Other,Day Time,0.0,"Headline: ATP for spn01/02/03/04a.NMKT

Description: 1.1 Scope of Work
1) Check routing protocols
2) RP Failover
3) Interface Test
3.1 Take out one interface/ shut down from both sides.
3.2 Reseat all line cards
4) Fabric Card Test
5) Power Feed Test
6) Power Module Test
7) Fan module Test",No Issues,Other,P4,0
Other,Network Management and Ops,Cancelled,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Other,Day Time,0.0,"Headline: 0944-903 - To disable links on SLF nodes towards CCSATOR

Description: To do the following on 2 SLF nodes - PM01HSS00, PONKHSS00:
?            To disable link on SLF node towards CCSATOR.",Other,Other,P4,0
Management and Control Networks,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Other,MW,0.0,"Headline: X201430.01_TPIA_Simconet_Bandwidth Upgrade_1x2500M

Description: X201430.01_TPIA_Simconet_Bandwidth Upgrade_1x2500M",No Issues,Other,P4,0
Other,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Other,Day Time,0.0,"Headline: LAB CALL TESTING

Description: This request is for unblocking of SIP trunks towards the IMS lab for VoLTE/UCC traffic. This was blocked to mitigate fraud activities. We need these unblocked to conduct lab testing and will block them again at the end of the day.
Note: This activity is reused by multiple ongoing projects to unblock & block the links on production MSCs.

MOP has been attached for your reference.",No Issues,Other,P4,0
Other,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Other,Day Time,0.0,"Headline: X180572.03, Provisioning new 10GE circuits.

Description: provisioning 2 x 10GE diverse circuits between Hester HE and Kincardine HE

Provisioning new SNCP partially protected between Heater HE and Compton HE
Provisioning new 10GE Diverse between Hester HE and Compton HE",No Issues,Other,P4,0
RHSI and Service Delivery Environment,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Other,Day Time,0.0,"Headline: DNS Requests Ticket #974216

Description: ***********Add/Update/Remove DNS Records************",No Issues,Other,P4,0
RHSI and Service Delivery Environment,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Other,Day Time,0.0,"Headline: DNS Requests Ticket #440478

Description: ***********Add/Update/Remove DNS Records************",No Issues,Other,P4,0
Management and Control Networks,Network Management and Ops,Completed,Lead Time Exception,"Customer Impact: Small
Service Impact: None
Network Impact: None",Other,MW,0.0,"Headline: X201945.01 ADD ROUTES on lns01.bloor and lns01.wlfdle

Description: X201945.01 EBU LNS ERX ADD GAS ROUTES on lns01.bloor and lns01.wlfdle
Addition of static routes in our LNS Juniper ERX routers, pointing towards BELL GAS NNI Links. This is because BELL added new networks to accommodate more LAC Routers.",No Issues,Other,P4,0
IPRAN Operations,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Configuration Preloading Only,MW,0.0,"Headline: W0676/W0692/W0702 Review and Preload Decommission/Removal

Description: Review and Preload  
Huawei BBU3910 Decommission/Removal with IPRAN Cleanup.  
  
W0676 CRDP DINOSAUR PARK
W0692 EIHP HIGH PRAIRIE
W0702 E45G NISKU
  
W0000-EP-7514-263-H21-A  
22-W0676 Remove Huawei.txt  
23-W0692 Remove Huawei.txt  
24-W0702 Remove Huawei.txt  
",No Issues,A1/S1/CSDx,P4,0
IPRAN Operations,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Other,Day Time,0.0,"Headline: AWS Port Opening for Ericsson Commissioning

Description: Port Opening of the following site 
W0589 E70C ST. ALBERT II
W0022 CAE SOUTHLANDS
W0912 C49A BURNS INDUSTRIAL
W1665 E09A JACKSON HEIGHTS
W1738 C54D GLENMORE TRAIL & 84 ST SE
W0704 C23A ELBOW PARK
W5349 E43B HWY 60 AND YELLOWHEAD
W5649 C33AB 4015-8 STREET SE
W4156 C46M HARRIS REBAR
W5364 ESP STONY PLAIN NORTH",No Issues,A1/S1/CSDx,P4,0
Other,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Other,MW,0.0,"Headline: Service=EBU&FOA=NO CLA-85 Provision services ECG - NK Headend

Description: This is a non-service impact activity.
After CPPMIN?s deployment at ECG we'll provision IPXs as per VSR0000001120-CLA-13807 under to ingest ECG services from ECG to Rogers Headend at NK along a redundant path. This is related to project X181098.02 - P1900583 - Ignite TV - CPPMIN/IPX-Ethnic Channel Group under CLA-85.
MRHMONKL-IPX16-AGGR-01(ECG)
RMHLONAY-NK-IPX64-IGNITE-CORE-43(10.219.149.12) formerRMHLONAY-IPX64-AGGR-04
RMHLONAY-IPX64-AGGR-01
Upon successful we will be able to ingest all signals that are available at ECG (120 Amber Street, Markham, Ontario) to Rogers headend via a redundant path for both Ignite and DTV purpose.
LTV SA&P resource will validate the BW for all services on the DCM RMHLONAY-D9902-AGGR-01 at NK feeding from IPX.",No Issues,Other,P4,0
IPRAN Operations,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: Threatened",Configuration Preloading Only,MW,0.0,"Headline: E1846 : IPRAN  review and preload

Description: E1846:  PWO Review & preload 

E1846-EP-9620-003-SW1-A
E1846-EP-9620-003-BC1-A",No Issues,A2/S2,P4,0
RHSI and Service Delivery Environment,Network Management and Ops,Completed,Lead Time Exception,"Customer Impact: Small
Service Impact: None
Network Impact: None",Other,Day Time,0.0,"Headline: Capacity upgrade new dSDE Build dgw70/71.abcgy Calgary PRB03

Description: X190061 Capacity upgrade new dSDE Build dgw70/71.abcgy Calgary PRB03 - Base Config ---DAY TIME 3/6 - No Impact",No Issues,Other,P4,0
IP Core,Network Management and Ops,Completed,Lead Time Exception,Other,Other,Day Time,0.0,"Headline: MIGRATE CMTS80.bloor from slot 11 to slot 18 on dgw01/02.bloor

Description: 2.2 Scope of Work (NCT ? Description)
Migrating 10G ports for optimizing card and slot usage
MIGRATE CMTS80.bloor from slot 10 to slot 18 on dgw01/02.bloor",No Issues,Other,P4,0
IP and Network Configuration Mgmt,Network Management and Ops,Cancelled,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Other,Day Time,0.0,"Headline: New Construction for Planned Return Segment ==> 240971

Description: 

Current Information:





Planned Information



Planned,240971,,1/1/4/1,,STJHNFASOLT.002,PDSJ1",Other,CMTS,P4,0
IP Core,Network Management and Ops,Cancelled,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Other,Day Time,0.0,"Headline: X183377 New Brunswick RCDIN capacity upgrade-ping test new links

Description: 2.1 Scope of Work
Ping test new links",Other,Other,P4,0
Other,Network Management and Ops,Completed,Normal,"Customer Impact: Extensive
Service Impact: Outage
Network Impact: Outage",Software Upgrade,MW,20.0,"Headline: 0944-901-FOA RNC SW upgrade-Western Region-W20.Q2.3-CAURNC4

Description: 1) RNC SW upgrade of CAURNC4 to 19.Q4 then to 20.Q2
2) Execute TCM under new software version
3) Execute RNC Health check",No Issues,Other,P1,0
Other,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Other,Day Time,0.0,"Headline: eWO # NATIONAL-TWO-8960-284-009-A site: NATIONAL - 

Description: BR - Modify cell site data (ESRD) in LRF (re. LRF & ALI update for the existing ESRDs)

Sites in All Ontario Municipalities EXCEPT for:
Mississauga
York
East York
North York
Toronto",No Issues,Other,P4,0
IP Core,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: Threatened",Configuration Change,MW,0.0,"Headline: 0973-003 RCIN Service QoS deployment:  MX/WGR/WPR at MO2

Description: 2.2 Scope of Work (NCT ? Description)
The Service interfaces in RCIN are the interfaces connecting to another Rogers router or server that provides various services. Based on the traffic pattern, following four service interface categories have been identified to address different QoS requirements for each service.
? Mixed traffic platform ? IPRAN NNI and PGW
? Voice platform ? BGF, SBG, 3G MGW
? Signaling and 3G data platform ? MME
? Single traffic platform",No Issues,Other,P4,0
IPRAN Operations,Network Management and Ops,Completed,Corrective,Other,Other,MW,45.0,"Headline: Troubleshoot interface errors | a2h-C0005-01

Description: a2h-C0005-01 - High input error rate on Te0/3/6, Connection to CSD-C4144-01 via CWDM/01.
This is end site with HSPA, LTE & 5G over IPRAN",No Issues,A2/S2,P3,0
IPRAN Operations,Network Management and Ops,Cancelled,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Other,Day Time,0.0,"Headline: C6136-PWO Cisco Commissioning & RFC

Description: C6136-EP-0701-136-NS1-A

Cisco Insertion / Commissioning, Ping Test, RFC, and TLAN Commissioning",Other,A1/S1/CSDx,P4,0
Other,"Planning, Development and Core Eng",Other,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Other,MW,0.0,"Headline: testing NCT emails, pls ignore

Description: testing NCT emails, pls ignore",Other,Other,P4,0
Other,Network Management and Ops,Completed,Lead Time Exception,"Customer Impact: Small
Service Impact: None
Network Impact: None",Other,Day Time,0.0,"Headline: 8960-428 -Reboot Patch BRIDNS

Description: This MOP contains the procedure to install a SW patch in Pre-Production IMS iDNS nodes from IPWorks version 2.3..",No Issues,Other,P4,0
IPRAN Operations,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Configuration Preloading Only,MW,0.0,"Headline: W0026 PWO review_W0026-EP-8920-001-MH3-A

Description: Hardware upgrade between W0026 and W1481.
Upgrade from (2+2) to 6GHz MLTN 3x195Mbps SD (3+3).
** Service Affecting/Threatening: YES - see reports attached **
[Oracle# 160580]",No Issues,A2/S2,P4,0
Management and Control Networks,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Other,MW,0.0,"Headline: To apply video workaround on RPHY cmts21.pr

Description: To apply video workaround on RPHY cmts21.pr to dSDE dgw70/71.pr",No Issues,CMTS,P4,0
IPRAN Operations,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Other,Day Time,0.0,"Headline: AWS Port Opening for Ericsson Commissioning

Description: Port Opening of the following site 
W0247 E05A GLENWOOD
W2410 E45C PINNICLE RIDGE
W1750 C91A STAMPEDE PARK
W5657 C71A 2875 107 AVE SE
W5632 C74CA 48 AVE & 84 STREET NE
W5340 E66AA HWY 216 & 92 AVE EDM
W4574 E44AA RIVER VALLEY RUNDLE
W4383 C07EA FISH CREEK WEST RELOCATE
W2726 E74AC BELMEADE",No Issues,A1/S1/CSDx,P4,0
IP Core,Network Management and Ops,Cancelled,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Other,Day Time,0.0,"Headline: X190338.20-2019 BAWK DGW Replacement (REP10) ? DGW70/71 Migrat

Description: The objective of this MOP is to turn up new 2?100G uplink and enable routing protocols between newly installed ASR9K DGWs and CGWs and establish bgp sessions from RRs.
2.1 Scope of Work (NCT ? Description)
This activity is to turn up new 2?100G uplink and enable routing protocols between newly installed ASR9K DGWs and CGWs and establish bgp sessions from RRs.


Good to submit",Other,Other,P4,0
IPRAN Operations,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: Threatened",Other,Day Time,0.0,"Headline: E5420:Ping Test

Description: E5420:5G Ping Test",No Issues,A1/S1/CSDx,P4,0
IPRAN Operations,Network Management and Ops,Other,Lead Time Exception,Other,Other,Day Time,270.0,"Headline: SERVICE EFFECTING -- W1173 Peachland - MW equipment install

Description: Site - W1173 Peachland

Scope - Install new ODU at W1173 Peachland on (existing facing) 3? MW antenna facing (W1432) & hot orientation of 3? antenna into new W3730 antenna (orientation)

SERVICE EFFECTING NCT

PWO# 
W1173-EP-9105-113-CUT-A
W1173-EP-9105-113-SC1-A",Other,A1/S1/CSDx,P3,0
IPRAN Operations,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: Threatened",Configuration Preloading Only,MW,0.0,"Headline: Review and Preloading - AWS - 8 Sites

Description: IPRAN TX ready for Ericsson 5G NR add.

W5177 PITT MEADOWS WEST W0000-EP-0913-101-N35-A


W0284 MIDDLEGATE
W0297 ANNIEVILLE
W0479 SHELBOURNE
W2756 ALDERGROVE TOWN
W2769 WESTMINSTER HWY & RIVER RD
W3730 SHANNON LAKE
W2640 FRASER & 57TH


https://rcirogers.sharepoint.com/sites/EqptEng-Docs/EwoDistribution/Current/0913-101//W0000-EP-0913-101-N35-A/W0000-EP-0913-101-N35-A.pdf

https://rcirogers.sharepoint.com/sites/EqptEng-Docs/EwoDistribution/Current/0913-101//W0000-EP-0913-101-N37-A/",No Issues,A1/S1/CSDx,P4,0
Other,"Planning, Development and Core Eng",Cancelled,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Other,Day Time,0.0,"Headline: Netcool Daily activity

Description: Add new devices, Remove devices, promote devices from PreProd to Prod, move devices from Prod to PreProd, Alarms reclassification, Alarms severity change, Add / Modify rules files, create new classes in Object Server, and IMPACT Policies modifications",Other,Other,P4,0
Other,Network Management and Ops,Cancelled,Normal,Other,Other,MW,0.0,"Headline: 7940-000-Migration-Fido Subscribers  mailboxes-new Voice Mail

Description: Migrate mailboxes from Is4 to CRVMAS.
(Impact on provisioning)",Other,Other,P4,0
IPRAN Operations,Network Management and Ops,Completed,Normal,Other,Other,MW,150.0,"Headline: C7974 - Traffic cut-over to the new Cisco NCS-540

Description: C7974-EP-9976-720-1-CUT-A
IPRAN Traffic cut-over to the new Cisco NCS-540",No Issues,A1/S1/CSDx,P3,0
IPRAN Operations,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Configuration Preloading Only,MW,0.0,"Headline: E0656 PWO Review

Description: Please review and preload configuration",No Issues,A1/S1/CSDx,P4,0
IPRAN Operations,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Configuration Preloading Only,MW,0.0,"Headline: E1404 PWO Review

Description: Please review and preload configuration: 
GTG ? Yes, please schedule TLAN availability and preloading before cutover.",No Issues,A1/S1/CSDx,P4,0
IP Core,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Other,Day Time,0.0,"Headline: X191973-New peering with Bell at Montreal for NG-9-1-1 traffic

Description: 2 OVERVIEW AND OBJECTIVES
To create new peering with Bell at Montreal  for NG-9-1-1 traffic.
2.1 Scope of Work
To config Bell peering at igw01.qcrlq  for NG-911",No Issues,Other,P4,0
IP Core,Network Management and Ops,Completed,Normal,Other,Software Upgrade,MW,0.0,"Headline: X201788 To upgrade code to 32bit 6_5_3 dgw02_flfrd

Description: This is to upgrade code of ASR9K router, dgw02.flfrd from 6.1.4 to 32 bits 6.5.3.
All nodes connected to dgw02.flfrd on south bound are connected to both dgw01/02. Traffic will be offloaded on dgw02.flfrd during the activity.
Business driver:   
Current IOS-XR version 6.1.4 is EoL, to keep the routers in maintenance and keeping getting SMUs for any software bugs the routers will be upgraded to 6.5.3. This upgrade will also address some bugs on 6.1.x release like rebooting of standby RPs. 
Backout overview:
If any issues after/during the upgrade, we can backout the code by reloading the router without committing the install for 6.5.3.",No Issues,Other,P2,0
IPRAN Operations,Network Management and Ops,Cancelled,Normal,Other,Configuration Change,MW,0.0,"Headline: C3549 IOS upgrade to 15.5(3)S6

Description: C3549 Please upgrade IOS 15.5(3)S6",Other,A2/S2,P3,0
Other,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Other,Day Time,0.0,"Headline: 1983-097-APN Customer DPL -TEST of IPsec tunnel

Description: GRE tunnel addition.APN Customer DPL -TEST of IPsec tunnel.

Note:Customer will be at site.",No Issues,Other,P4,0
RHSI and Service Delivery Environment,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Other,Day Time,0.0,"Headline: Spine and Leaf OS Upgrade Orillia LFS02A.BAOL POOR2--   DT

Description: Common Access Connectivity Fabric (Service/Access Leaf) Activation PINERIDGE. The wok will be conducted on one element per NCT:

LFS01A.BAOL
LFS02A.BAOL
LFS03A.BAOL
 
LFA001A.BAOL
LFA002A.BAOL
LFA003A.BAOL
LFA004A.BAOL
LFA005A.BAOL",No Issues,Other,P4,0
IPRAN Operations,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Configuration Preloading Only,MW,0.0,"Headline: review/preloading_C0055-EP-0913-701-2-BT1-A

Description: review/ Pre loading for C0055

C0055-EP-0913-701-2-BT1-A

Commissioning of new LTE eNodeB for the site at ALLEN & GLENCAIRN (C0055/T35MA)
Reconfigure/Recommission LTE RRUs

HLD Rev:
OSPF AREA ID _ 0.0.5.31(GTA 10GigE_4,5) - HLD Input-2020-02-25_Rev-A",No Issues,A1/S1/CSDx,P4,0
IPRAN Operations,Network Management and Ops,Completed,Normal,"Customer Impact: Large
Service Impact: Outage
Network Impact: Outage",Other,MW,240.0,"Headline: IPRAN Traffic cut-over to the new Cisco at C3257

Description: C3257-EP-0913-520-1-CUT-A : IPRAN Traffic cut-over to the new Cisco NCS-540",No Issues,A2/S2,P2,0
RHSI and Service Delivery Environment,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Other,MW,0.0,"Headline: Common Cloud vIMS ATP on MTAS/CSCF/SBG App LFS000x.wlfdle/boor

Description: X200639.02 Common Cloud vIMS ATP on MTAS/CSCF/SBG Application LFS000x.wlfdle/boor MW - pre-prod PM01/C1505A",No Issues,Other,P4,0
IP Core,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Other,Day Time,0.0,"Headline: X190356.02 Migration of CMTS79.BRNTFD from dgw01/02. crs to ASR

Description: The objective of this activity is to migrate Data-cmts79.BRNTFD from old (CRS) dgw01/02.BRNTFD to new dgw01/dgw02.BRNTFD-asr9k in BRNTFD.

2.1 Scope of Work(NCT ? Description)
Migrate Data-cmts79.BRNTFD from old dgw01/02.BRNTFD-crs to new dgw01/02.BRNTFD-asr9k.",No Issues,Other,P4,0
IPRAN Operations,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Configuration Preloading Only,MW,0.0,"Headline: W4034/W5321/W5318 Review and Preload Decommission/Removal

Description: Review and Preload  
Huawei BBU3910 Decommission/Removal with IPRAN Cleanup.  
  
W4034 C71AB QUARRY PARK
W5321 E25AA EDMONTON INN
W5318 E51A ST. TIMOTHY
  
W0000-EP-0913-201-H02-A  
131-W4034 Remove Huawei.txt  
134-W5321 Remove Huawei.txt  
133-W5318 Remove Huawei.txt  
https://rcirogers.sharepoint.com//sites/EqptEng-Docs/EwoDistribution/Current/0913-201/W0000-EP-0913-201-H02-A/W0000-EP-0913-201-H02-A.pdf  
",No Issues,A1/S1/CSDx,P4,0
IPRAN Operations,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Configuration Preloading Only,MW,0.0,"Headline: PWO Review and preloading - 0960-653

Description: PWO Review and preloading - 0960-653


C3730 - C3730-EP-0960-653-1-BT1-A
C4929 - C4929-EP-0960-653-1-BT1-A
C5236 - C5236-EP-0960-653-1-BT1-A
C0346 - C0346-EP-0960-653-1-BT1-A
C2547 - C2547-EP-0960-653-1-BT1-A",No Issues,A2/S2,P4,0
IPRAN Operations,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: Threatened",Configuration Preloading Only,MW,0.0,"Headline: 5G 600 / IPRAN OPS Vlan Add - QC 5G NR 600 (Part.3)

Description: 5G 600 / Vlan Add - QC 5G NR 600
-  QC 5G NR 600:Add IP configuration 5G NR 600 on existing Node in service : 8 sites 
 Download Workorder(s) and review for accuracy. Identify issues that would prevent successful implementation of the SoW or cause a potentially service affecting  situation to the network. Notify NI coordinator and Equipment Engineering.
E0000-EP-0913-601-BB2-A 
E0649
E0701
E0976
E1080
E1568
E1570
E1572
E0659

 Note: Vlan Add to exiting live LTE Port Leave new VLAN/BDI enabled , Rest of config load as normal review/preload PWO For the active LTE nodes, please keep the new VLAN unlocked, after adding",No Issues,A1/S1/CSDx,P4,0
RHSI and Service Delivery Environment,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Configuration Change,MW,0.0,"Headline: To configure vIMS Payload and vIMS RCSIN_MGT on VA2SAR60/61

Description: The objective of this activity is configure vIMS Payload and vIMS RCSIN_MGT on VA2SAR60/61 - X201909.05",No Issues,Other,P4,0
Other,Network Management and Ops,Completed,Normal,"Customer Impact: Large
Service Impact: Outage
Network Impact: Outage",Other,MW,30.0,"Headline: X191368.01 2019 LEGACY REPLACEMENT - Nortel OC48 Horner

Description: - To migrate all traffic that is on the Nortel OC48 SDMS SWO Horner - Kitchener to the newly build Fujitsu Sonet Ring.",No Issues,Other,P2,0
Other,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Configuration Change,Day Time,0.0,"Headline: X192100 TSP TAP tsppts01/02.orvl

Description: To connect PTS-TAP links for the TSP Wireline Deployment project.
Setup links between TAP and PTS by enabling the ports on PTSs (in the ?Elements? ) with different CMTSs (in the ?Elements?)

Note:
Site HE tech is not required.
Project agreed to proceed during Change Restriction, to augment node capacity. Change Management - please SUBMIT after review.",No Issues,Other,P4,0
Other,Network Management and Ops,Completed,Lead Time Exception,"Customer Impact: Small
Service Impact: None
Network Impact: None",Other,Day Time,0.0,"Headline: Wolfedale G9-2 integration

Description: ? The G9 base commissioning has taken place and will be completed before integration begins. The G9 EMS is in service and will manage all G9s in the Rogers network.
? Payload ports are configured during base commissioning and will be turned up during integration.
? GWCs will be integrated into the G9 with endpoints being added to individual C20s.
? All work is non-service affecting and new equipment turn up.",No Issues,Other,P4,0
Other,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Other,Day Time,0.0,"Headline: Turn up/Augment D21CGYIM22S7

Description: MOD ORDER

Rev-1-Members /TICIC updated to 5249-5472 20 0489

 2020 09 23  11:32:32AM

 Circuit Designer: Yousaf Sheikh PON Number: E200922002
 Project Manager: Vener Project Name: COVID 19
 Coordinator: Customer Req Date: Sep 04, 2020
 Originator: Yousaf.Sheikh MOD Due Date: Oct 1, 2020
 TOR Author: Venerando.Cruz Time_Of_Turn_Up:
 Switch: Telco Due_Date:
 Telco: INTERNAL New Trunk Build: False
 City: Circuit Type: DS1
 DS1 Quantity: 9 CLLI Code: CGYD21IM22S7- D21CGYIM22S7
 DS0 Quantity: 216 Framing: ESF/B8ZS
 DS3 Quantity: 0 Coding: SS7",No Issues,Other,P4,0
IPRAN Operations,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: Threatened",Configuration Preloading Only,MW,0.0,"Headline: Review and Preloading - AWS - 10 Sites

Description: IPRAN TX ready for Ericsson 5G NR add.

W0133 COQUIHALLA LAKES
W0215 THE WART
W0269 SHOVELNOSE
W2056 ASPEN GROVE
W3007 MORICETOWN
W1467 SUMMERLAND
W0483 NELSON
W2993 NELSON DOWNTOWN
W4382 NEW AIYANSH
W2131 HAZELTON",No Issues,A1/S1/CSDx,P4,0
IP Core,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Other,Day Time,0.0,"Headline: X190353.04-move pull up routes to ASR DGWs at HSTR

Description: This eMOP will cover the move pull up routes from CRS dgw01.hstr and dgw02.hstr to ASR dgw01.hstr and ASR dgw02.hstr.

To remove of temporary links between CRS & ASR DGW01s at HSTR",No Issues,Other,P4,0
